question,answer
"Dok, saya punya keluhan tekanan darah saya selalu rendah biasanya 100/60... tapi pernah juga sampe 90/50 dok.. Saya memang sering merasa pusing...gampang lelah dan mudah jatuh sakit..Pertanyaan saya dok, bagaimana cara untuk menaikan tekanan darah saya biar bisa normal ya dok? dan saya gak ngerasa pusing lagi Umur saya 26 th, female. Terimakasih untuk jawaban dokter.. ..","Terima kasih atas pertanyaannya.Normalnya, tekanan darah mempunyai nilai antara &gt;90/60 hingga &lt;130/90 mmHg, sehingga bila nilai tekanan darah yang terukur kurang dari normal hal tersebut dapat menandakan adanya hipotensi.Hipotensi adalah kondisi dimana tekanan darah kurang dari 90/60 mmHg. Teksnsn darah sendiri dapat dipengaruhi oleh berbagai hal sehingga bersifat fluktuatif misalnya dapat dipengaruhi oleh karena aktivitas, kondisi medis tertentu dan sebagainya."
"Siang dokter, saya mau nanya dokter, kemarin saya habis berenang dan malamnya saya merasa hidung terasa sakit dan perih. Padahal selama berenang saya tidak tersedak air kolam, nyeri juga saat menelan, seperti panas dalam, sakit kepala, ada sedikit batuk jg. obat yang udah saya minum itu paracetamo, methyl prednisolone, antibiotik tp malah jadi panas dokter napas saya. penyebabnya apa ini dokter? ","Napas yang terasa panas, hidung nyeri dan perih, tenggorokan nyeri saat menelan, nyeri kepala, serta batuk biasanya mengindikasikan radang pada saluran pernapasan bagian atas, misalnya rhinitis, sinusitis, atau faringitis. Radang ini bisa terjadi karena infeksi virus atau bakteri, paparan asap atau iritan lain, refluks asam lambung, gangguan imunitas, kemasukan benda asing, serta penjalaran radang dari organ lain di sekitarnya, misalnya amandel, sinus, telinga tengah, laring, dan sebagainya."
"Assalamualaikum.. Pagi dokter, saya mau konsultasi, saat ini dibawah dagu kiri tepatnya di leher, ada benjolan sudah membesar dok, tapi tidak sakit bila di sentuh, hanya saja kadang terasa ngilu dan saya tidak nyaman dok, mohon jawaban dari dokter. Terima kasih dokter..","Wa alaikumsalam, terima kasih telah bertanya di Alodokter. Keluhan muncul benjolan pada wajah yang terasa ngilu, bisa terjadi karena beberapa kemungkinan penyebab, diantaranya adalah:LipomaRadang kantung rambutSkin tagMolluskum kontagiosumInfeksi bakteri kulitDan bisa juga kemungkinan lain tergantung dari hasil pemeriksaan. Saran kami, jika ukuran benjolan tersebut cenderung membesar, atau lokasinya amat mengganggu, periksakan secara langsung ke dokter umum terdekat untuk dilakukan penilaian awal."
"Mau nanya dong dokter aloooooo, saya wanita usia 22 tahun dan udah menikah baru sebulan lalu, kan saya mau cepet punya momongan dok, ini saya habis menstruasi apakah masa subur dok? Soalnya saya langsung mau HB sama suamik. dan cara ngitunginnya gimana sih dok rumusnya?",masa subur ialah peluang besar untuk terjadi kehamilan jika melakukan hubungan intim. mengatahu masa subru wanita dapat dilakukan dengan beberapa cara seperti metode kalkulator dan menganali tanda-tanda masa subur. menghitung masa subur setiap bulan dapat membantu menargetkan waktu yang optimal untuk berhubungan intim terutama jika anda dan pasangan sedang mencoba program hamil. ada beberapa metode yang bisa dilakukan seperti :metode kalkulator masa subur yaitu memperkirakan kapan anda akan berovulasi dengan menghitung 14 hari dari hari perkiraan menstruasi berikutnya.
"Ãƒâ€šÃ‚Â Selamat pagi, dok saya ayah dari anak usia 2 tahun. seusia anak saya rata2 udh pandai berjalan namun anak saya sampe skrg belum bisa berjalan dok. saat saya ajarin berlatih dia selalu ketakutan dok. Mohon sulusinya dok, cara mengusahakan agar anak 2 tahun agar bisa berjalan","Terima kasih atas pertanyaannya.Sebelumnya anak mempunyai milestrone perkembangan yang dilalui setiap tahapannya pada usia tertentu, begitu pun dengan berjalan. Pada dua tahun pertama, anak akan belajar untukduduk, berguling, merangkak, berdiri, dan kemudian berjalan. Perlu diketahui bahwa memang tahap perkembangan setiap anak tidak sama (berbeda-beda), namun tetap ada patokan waktu untuk mengetahui apakah tahapan perkembangan masih dalam tahap normal atau terlambat.Pada awalnya, bayi akan mulai duduk dengan bantuan saat usia 4 bulan, dan kemudian duduk tanpa bantuan saat berusia 7ÃƒÂ¢9 bulan."
"Selamat siang dok. saya sedang hamil 7 bulan, saya mau tanya bagaimana cara yang benar membersihkan puting payudara? saya takut kenapa2 kalo salah membersihkannya. Caranya bagaimana ya dok? supaya nantinya puting saya tidak tersumbat saat sedang menyusui. terima kasih","Puting payudara ibu hamil memang perlu rutin dibersihkan agar nantinya bisa memproduksi ASI lebih lancar. Di samping itu, membersihkan puting payudara juga bisa mencegah kotoran dan mikroorganisme patogen (seperti bakteri atau jamur) bertumpuk, sehingga tidak menyebabkan kulit meradang dan tidak juga membahayakan kesehatan bayi yang Anda susui nantinya.Meski begitu, perlu Anda pahami, bahwa membersihkan puting payudara secara berlebihan ketika hamil berisiko juga memicu peningkatan produksi hormon oksitosin, yakni hormon yang menstimulasi kontraksi otot rahim."
"Dok istri saya lagi hamil 2 bulan, dia lagi suka banget makan tempe, bisa tiap hari dia makan tempe itu. Diolah jadi macem"" dok.. adakah manfaat tempe jika dikonsumsi oleh ibu hamil dok?","Tempe adalah olahan kacang kedelai yang tidak hanya sedap rasanya, namun juga mengandung sarat nutrisi, seperti protein, serat, lemak, karbohidrat, kalsium, zat besi, mangan, kalium, vitamin B12, asam folat, magnesium, antioksidan, dan sebagainya."
"Halo dok, saya wanita 20 tahun. Akhir2 ini saya sering merasakan sakit kepala, pusing dan juga keringat dingin. Ini termasuk gejala apa ya dok, bagaimana cara untuk mengatasinya dok? obat apa yang bisa saya minum dok terima kasih","sakit kepala, pusing dan disertai keringat dingin kondisi ini dapat disebabkan oleh beberapa hal kemungkinan seperti :anemia atau kurang darahhipoglikemia atau kadar gula dalam darah rendahdehidrasi atau kurang cairanstres dan cemasdan lainnyauntuk memastikan penyebab kondisi yang anda alami harus melakukan pemeriksaan secara langsung ke dokter agar dilakukan pemeriksaan seperti proses tanya jawab, pemeriksaan fisik hingga pemeriksaan tambahan seperti cek darah bila diperlukan dengan begitu dapat dipastikan penyebabnya dan dapat diberikan penanganan yang tepat."
"Punten dok, saya ibu saya saat ini ada keluhan eksim di tangan ini terus-terusan dok,,, bernanah dan bengkak,, setelah itu luka dan perih serta menular ke jari yang lainnya,, Apa yang harus ibu saya lakukan dokter? ","Alo, selamat siangeksim merupakan gangguan kulit yang ditandai dengan keluhan kulit kering, gatal dan muncul ruam merah. eksmin merupakan suatu kondisi yang umumnya diakibatkan karena adanya riwayat atopi ataua alergi pada keluarga. hal ini tidak bisa sembuh hanya bisa dicegah dengan menghindari faktor pemicunya dan melakukan perawatan kulit dengan sering menggunakan pelembab khusus eksim.untuk kondisi kulit yang dialami oleh anda sekarang ini sudah ada bengkak dan nanah berati sudah mengalami infeksi kulit yang sebaiknya harus ditangani ke doketr secara langsung."
"Pagi dok, saya ingin bertanya. Semalam saya batuk terus keluar darah gitu. Darahnya kental dan bercampur lendir dok. Dulu saya sering batuk, setiap batuk sembuhnya lama dan keluar darah. Tolong sarannya dok, obat untuk menghentikan batuk darah yang ada di apotik apa ya. terima kasih","Alo, selamat siangbatuk berdarah atau dalam dunia medis disebut dengan hempotisis. batuk darah menandakan adanya kerusakan pada pembuluh darah di sekitar saluran pernapasan. kondisi ini menandakan adanya gangguan atau penyakit saluran pernapasan. ada beberapa penyebabnya seperti :batuk kronismemiliki keluraga yang mengalami riwayat penyakit pembekuan darahinfeksi paru seperti pneumonia dan TBCcedera di daerah dadadan lainnyapenyebabnya begitu banyak, namun paling umumnya bisa jadi akibat batuk yang berkepanjangan dan batuk dengan keras bisa menyebabkan luka pada saluran pernapasan."
"Ãƒâ€šÃ‚Â Halo dok, seminggu yang lalu gigi saya sakit karena berlubang, saya konsul ke dokter gigidan diberikan obat nyeri. 2 hari kemudian gusu saya bengkak dan terasa nyeri.. Saya udah minum obat nyeri yang diberikan oleh dokter nyerinya sudah hilang tapi bengkaknya masih ada dok.. Bagaimana cara mengatasinya dok? apakah ada obat di apotik yang bisa mengatasi gusi bengkak dn nyeri tsb? terima kasih","Selamat siang, terima kasih telah bertanya di Alodokter. Gusi bengkak yang nyeri, bisa terjadi karena terpicu oleh berbagai faktor, diantaranya adalah:Radang gusiakibat penumpukanplak gigiInfeksi bakteri, virus, atau jamurKekurangan vitamin B atauvitamin C (skorbut)Ketidakcocokan terhadap pasta gigi atau obat kumurMakanan yang tertinggal di sela gigi dan gusiSelain itu, kebiasaan merokok, menggunakan gigi palsu atau behel, mengonsumsi alkohol dan memiliki daya tahan tubuh yang lemah juga bisa menjadi pemicu gusi bengkak."
"Sore dok, saya ingin konsultasi. Saya baru berusia 15 tahun. Saya mendapat haid pertama di usia 13 tahun, setelah mendapat haid pertama itu haid selanjutnya tidak lancar, karena tidak setiap bulan dapat haid dan darah yg keluar itu hanya sedikit dan itu terjadi hingga sekarang dok. Apa penyebab haid saya tidak lancar dok? apakah nantinya akan mengganggu kesuburan saya? mohon penjelasannya","Alo, terima kasih atas pertanyaannya untuk Alodokter.Siklus menstruasi yang teratur umumnya berlangsung setiap 28-36 hari sekali dengan durasi 3-7 hari pada setiap kali menstruasi. Pada remaja yang baru mengalami menstruasi pertama kali dimana disebut dengan menarche, maka memang akan normal jika menstruasi belum teratur setiap bulannya, hingga 2-4 tahun sejak menarche atau menstruasi pertama kali.Hal ini terjadi karena tubuh masih berusaha menyeimbangkan perubahan hormon yang belum stabil selama masa pubertas dan pada awal menstruasi atau menarche terjadi."
"Sore dok, ada hal yg bikin saya penasaran dok, sebenenrya fungsi dari bulu kaki itu apa yah dok? soalnya kan di kaki gak ada yg ditutupin, kalo di bagian tubuh lain ada dok","Alo, selamat malamperlu anda ketahui setia helai rambut di tubuh memiliki fungsi, namun memang ada beberapa kondisi rambut yang tumbuh berbeda-beda setiap orang ada yang lebat, panjang, pendek atau tipis. rambut di tubuh terkadang memberikan rasa percaya diri dan menambah keindahan, namun ada beberapa orang merasa kondisi ini membuat ia tidak percaya diri."
"Dok, akhir2 saya sering pusing yg muter2 itu, terus juga selain pusing saya merasa mual dan cepat lelah dok. Ditambah nih ya dok, syaa sering banget ngantuk, padahal saya rasa tidur saya udah cukup. apa yg sedang terjadi pada tubuh saya ya dok?","Alo, terima kasih atas pertanyaannya untuk Alodokter.Keluhan pusing berputar yang sering anda alami bisa saja mengarah kepada kondisi vertigo, yang memang umumnya dapat dipicu kekambuhannya ketika sedang mengalami perubahan posisi tubuh secara mendadak, sedang mengalami stres atau kecemasan, kurangnya asupan cairan atau kalori, ataupun karena efek samping obat rutin.Untuk mengatasi kekambuhannya maka anda perlu mengonsumsi obat antihistamin, beristirahat ketika gejala vertigo muncul, hindari paparan sinar terang atau suara keras, dan mencukupi asupan air mineral."
"saya mau tanya dok saya sering kaya ngerasa kalau narik nafas di paru itu berbunyi tapi klau tidur tidak ada keluhan sama sekali, penyakit apa yg saya alami dok? terima kasih","Terima kasih atas pertanyaannya.Untuk mengetahui penyebab pasti maka harus dilakukan pemeriksaan oleh dokter secara langsung karena tidak bisa dipastikan penyebabnya. Selain itu saat menarik napas umumnya tidak akan terdengar suara napas, namun bila terdengar suara napas dapat menjadi tanda adanya gangguan pada paru.Suara napas yang normal merupakan suara vesikuler, untuk memastikan adanya gangguan pada paru harus dilakukan pemeriksaan dari wawancara, pemeriksaan fisik serta penunajang bila perlu."
"dok saya mau nanya cara ngobatin kurap di kening dengan cepat itu caranya bagaimana ya dok? soalnya kurap yg ada di kening saya itu makin hari makin membesar, hal itu membuat saya jadi nggak pd saat bertemu sama teman . tolong di jawab dok",Terima kasih atas pertanyaannya.Kurap merupakan infeksi jamur yang menyerang pada kulit. Infeksi jamur tersebut menyebabkan terbentuknya ruam yang berbentuk melingar dengan warna kemerahan yang dapat terjadi di berbagai bagian pada tubuh salah satunya di dahi. Penularan jamur dapat terjadi baik karena kontak secara langsung dengan penderita atau kontak tidak langsung dengan benda atau tanah yang terkontaminasi.
"Semenjak kehamilan saya memasuki usia 7 bulan, kaki kanan dan kiri saya bengkak, saya juga banyak gerak dok agar cepet kempes dan ikut senam ibu hamil juga. Saya tidak mengobati cuma di rendam pake air garam hangat aja dokter. Apakah pembengkakan kaki saat hamil 7 bulan merupaka tanda yang berbahaya?","pada umumnya kaki bengkak pada ibu hamil ialah hal yang wajar dan normal, kondisi ini bisa dialami sebagian besar ibu hamil. pembengkakan pada kaki sering terjadi pada usia kehamilan trimester 3. kaki bengkak saat hamil dapat terjadi secara alami karena tubuh memproduksi lebih banyak darah dan cairan tubuh untuk memenuhi nutrisi janin."
"Selamat sore, dok semenjak saya sibuk dan banyak kerjaan pola makan saya jadi berantakan, Beberapa hari ini saya mengalami migrain tiap kali makan. Apakah ini ada pengaruh dari pola makan saya dok?",migrain ialah suatu kondisi sakit kepala yang terasa berdenyut sata sisi kepala yang dapat berlangsung singkat dan mereda sendiri namun tekadang dapat pula menetap selama beberapa jam bahkan hari.
"Dokter, dok jadi saya kan batuk2 terus, saya udah konsul ke 3 dokter yang berbeda bilangnya batuk saya dipengaruhi oleh GERD. Kok bisa ada hubungannya sih dok, terus obat batuk di apotek karena GERD itu sama apa beda sih dokter? tolong di balas. makasih","GERD (gastroesophageal refluks disease) atau disebut dengan penyakit asam lambung. kondisi ini terjadi akibat melemahnya katup atau sfingter yang terletak di kerongkongan bagian bawah sehingga isi lambung bisa naik ke atas kerongkongan yang dapat menyebabkan keluhan heartbrun (dada terasa terbakar), nyeri hingga sesak. serta mengalami keluhan sakit maag selain itu sering mengalami GERD bisa menyebabkan iritasi di tenggorokan akibat asam di lambung sehingga menimbulkan keluhan batuk, biasanya batuk sering terjadi saat tidur atau dimalam hari."
"Dok saya punya anak umur 1 tahun, Anak saya perempuan, BbL 3,2kg TBL 48cm.Sekarang BB 8,8kg dg Tb 79cm dan Lk 45cm.. apakah ini ciri stunting pada aak saya yg berumur 1 tahun dokter? atau ini merupakan hal normal untuk anak usia 1 tahun?","Selamat sore, terima kasih telah bertanya di Alodokter. Stunting merupakan kondisi ketika tinggi badan anak lebih pendek dari standar usianya. Standar yang digunakan adalah kurva pertumbuhan WHO seperti yang kami lampirkan pada gambar di bawah. Sementara untuk indikator pendek atau tidaknya, digunakan patokan standar deviasi (SD) yang pada kurva tersebut ditandai dengan angka 3, 2, 0, -2, dan -3. Angka 0 menunjukkan rentang ideal, sementara stunting terjadi jika anak sudah berada di bawah -2 SD."
"Hallo dokter, dok saya mau bertanya. saya kan beberapa hari ini ngerasa kalau selangkangan kiri dekat antara anus dan vagina itu, terasa sakit jika ditekan, apalagi saat saya sedang jongkok paling terasa berasa ada yg ganjal tp anehnya pas di raba gada benjolannya. Ini penyakit bahaya ya dok? bukan radang panggul kan dokter. Kira"" knp ya dok terimakasih","Sensasi mengganjal dan nyeri saat ditekan di area selangkangan sebelah kiri, dekat dengan anus dan vagina, tidak selalu muncul karena radang panggul."
"Dok, sudah 3 hari saya kehilangan penciuman , sebelumnya saya sedang flu dok terus malemnya saya tidak bisa mencium bau dok.. Emangnya pilek itu bisa sampe menghilangkan penciuman gitu ya dok?? terus gimana cara mengatasi tidak bisa mencium baunya dok???","Terima kasih atas pertanyaannya.Kehilangan kemampuan penciuman dapat menandai terjadinya anosmia. Anosmia dapat terjadi akibat gangguan pada proses penciuman dimana pada proses penciuman tersebut zat yang memicu bau merangsang sel-sel saraf penciuman yang mengirimkan sinyal ke otak untuk mengidentifikasi bau. Terjadinya anosmia dapat disebabkan oleh karena beberapa kondisi misalnya karena gangguan pada hidung akibat peradangan atau iritasi akibat pilek, flu,rhinitis,sinusitis dan sebagainya."
"Selamat sore dok. Maaf saya mau tanya, kalau perut bagian bawah pusar berdenyut2 seperti detak jantung apakah itu tanda hamil? Atau gejala pms ya dok? saya harus tespack atau tdk ya dok?",perut berdenyut terjadi ketika otot perut atau saluran pencernaan seperti lambung dan usus mengalami kontrakasi dan juga dapat terjadi ketika otot kecil diperut bergerak secara tidak teratur dan tidak terkendali akibat stimulasi atau gangguan sisetm saraf. kedutan perut ringan umumnya bukanlah hal yang mengkhawatirkan.
"Anak saya usia 13 tahun, dulu pas masih kecil dia termasuk anak yang pintar, dan sering mendapat peringkat di kelasnya. Semenjak semakin nambah usia anak saya kok jadi males belajar dan tiap ada soal itu kurang fokus dan mengerjakan soal 1 biji aja lama sekali. jadi lelet mikirnya. Saya mau minta rekomendasi vitamin kecerdasaan otak anak saya dokter. tolong di jawab ya dok. TRIMS","Alo, selamat siang bundasetiap anak memiliki perubahan, semakin bertambahnya usia anak juga terkadang bisa dapat memilih dan lebih suka untuk bermain atau ada sesuatu yang sedang ia senangi atau merasa bosan dalam belajar. untuk bunda harus sabar mengatasi hal ini. dimana selain dengan kegiatan dan asupan makannya, bunda juga bisa bercerita kepada anak apa yang sedang ia rasakan."
"Selamat siang dok, anak saya selama 1 minggu demamnya tidak kunjung turun, saya sudah 3x cek darah hasilny bgus tidak ada masalah tapi yg k 3xnya hasil menyatakan leukosit anak saya naik dikarenakan ada radang dan saya sudah kasih obat paracetamol demam gak turun jg. Tolong bantuaanya dok.","Terima kasih atas pertanyaannya.Demam merupakan suatu kondisi dimana terjadi peningkatan suhu tubuh lebih dari normal yang dapat disebebakan karena berbagai macam hal seperti dehidrasi, radang, efek vaksin, infeksi dan sebagainya. Demam sendiri dapat menyerang baik pada anak-anak maupun dewasa dimana untuk mengatasi demam disesuaikan dengan penyebabnya."
"Sore alodokter, dok sekarang muncul banyak banget krim wajah di pasaran, saya pengen pake krim wajah namun saya masih susah membedakannya dok apakah ada campuran merkuri atau nggak. dan teteangga saya pada pake krim merk tertentu itu hasilnya cepat putih dan wajahnya glowing. Bahaya krim yg mengandung merkuri apa aja dok?","Merkuri mampu menghambat pembentukan melanin (pigmen kulit), sehingga bisa membuat kulit putih dalam waktu singkat. Karena itulah, banyak produk perawatan kulit menggunakan tambahan merkuri."
"Katanya kan gula stevia itu bisa digunain buat diet ya dok, tapi kalo saya terus""an pake gula stevia, keburukan apa dari gua tsb yg bisa terjadi pada saya?","Selamat sore, terima kasih telah bertanya di Alodokter. Stevia merupakan pemanis dan pengganti gula yang berasal dari tanaman Stevia rebaudiana. Terdapat kandungan steviol glycosides dalam tanaman tersebut yang membuat rasanya bisa lebih manis bahkan hingga ratusan kali lipat dari gula biasa.Lebih baiknya lagi, meskipun manis, tidak ada kalori yang terkandung dalam stevia. Itu sebabnya, stevia semakin sering digunakan sebagai pengganti gula dalam pembuatan makanan dan minuman."
"Maaf dokter, saya mau bertanya.... saya usianya sekarang 29 tahun, tia sholat dan menekuk lutut, lutut saya ada bunyinya krek-krek. Saya jadi khawatir deh dok apakah ini termasuk gejala pengapuran tulang. Dan apa saja yg termasuk gejala pengapuran tulang dokter? mohon penjelasannya. trims","Terima kasih atas pertanyaannya.Normalnya saat lutut digerakkan tidak akan menimbulkan bunyi karena pada lutut terdapat struktur sedemikian rupa dan cairan sendi sebagai pelumas. Pada lutut sendiri terdapat sendi membantu untuk menggerakkan sendi. Penyusun dari sendi terdiri dari tulang, tendon, ligamen, cairan sendi dan sebagainya."
"Selamat pagi dokter, dok saya ingin bertanya, saya udah beberapa hari ini mengalam gatal, ruam merah di paha bagian dalam. Ada yang bilang ini alergi trs ada yang bilang juga ini gara2 infeksi kuman/ bakteri. Yang mau saya tanyakan bagaimana cara membedakan ciri-ciri alergi kulit dan dengan infeksi kuman dokter?","Alo, terima kasih atas pertanyaannya untuk Alodokter.Kondisi alergi kulit umumnya terjadi ketika mengalami ruam seperti bintik-bintik merah akibat terpapar suatu alergen seperti debu, bulu hewan, serbuk sari, bahan lateks, atau bahan iritatif seperti sabun atau deterjen dengan kandungan bahan kimia yang keras. Selain itu, penderita alergi kulit umumnya memiliki riwayat alergi sebelumnya ataupun pada keluarga."
"Pagi alodokter, dok maaf mau nanya. sehabis makan kok perut saya terasa penuh ya, trs agak sesak napas juga, padahal saya makan porsinya jg sedikit sekali dok, saya tadi makan tu kaya di kejar-kejar waktu. apakah itu ngaruh dok? apa jangan2 saya emang ada pengaruh dari penyakit GERD? obatinya pake apa ini dok? apa saya biarkan saya?","Selamat sore, terima kasih telah bertanya di Alodokter."
"Saya seorang satpam komplek dok, ketika dapat shift malam, saya suka mengantuk, dan di siang harinya saya udah istirahat cukup. ini kerap begini dokter. Sayapun mencoba untuk mengemil dan minum kopi juga. minta saran dong dokter cara agar tidak mengantuk di malam hari., thanks","Ritme sirkardian tubuh memang wajar akan membuat Anda mengantuk di malam hari, sebagai signal supaya Anda lekas beristirahat. Hal ini tidak selalu berbahaya."
"Ãƒâ€šÃ‚Â Selamat siang dok.. saya mau tanya, Apakah tidur siang dapat menyebabkan berat badan naik? sudah sebulan ini saya sempatkan tidur siang 10-30 menit saat sedang WFH.. saya merasa berat badan saya naik semenjak sering tidur siang dok.. Biasanya saya tidur setelah makan siang sih dok.. apakah itu penyebabnya ya? mohon penjelasannya. terima kasih dokter","Tidur siang sejatinya memiliki beragam manfaat bagi kesehatan, di antaranya untuk mengembalikan stamina, memperkuat imunitas, meningkatkan fokus dan konsentrasi, mempercepat pemulihan pasca sakit, menstabilkan suasana hati, dan sebagainya. Hanya karena tidur siang, berat badan Anda semestinya tidak lantas meningkat drastis. Akan tetapi, jika Anda terbiasa langsung tidur siang sehabis makan, jelas saja berat badan Anda bisa meningkat, sebab asupan kalori yang Anda konsumsi saat makan tidak digunakan untuk beraktifitas, melainkan lebih banyak dideposisi menjadi lemak saat tidur."
"Hai dokter, dok mau nanyain, temen saya penderita wasir dan udah pendarahan juga saat BAB, duduk juga dia ngerasain kesakitan. pencernaan dia jg jadi gak lancar dok, olahrga untuk penderita wasir itu gerakannya yg seperti apa dokter? angkat beban apakah boleh?","Alo,Wasir merupakan suatu kondisi pembengkakan / pembesaran pada pembuluh darah di bagian akhir usus besar. Penyebab wasir masih belum diketahui namun kebiasaan mengangkat benda berat dapat meningkatkan resiko seseorang mengalami wasir.Gejala wasir diantaranya adalah benjolan di anus, nyeri pada anus, gatal pada anus, kemerahan dan bengkak pada anus, dan perdarahan saat BAB. Untuk memastikan wasir dokter dapat melakukan anamnesis, pemeriksaan rectal toucher, maupun pemeriksaan penunjang dengan endoskopi dan biopsi."
"Dok saya mau nanya, saya ibu menyusui dok. ASI saya keluarnya sedikit pas di pumping. apakah kalo saya minum susu almond nantinya ASI saya bisa lancar keluar?","Kacang almond mengandung kaya asam linoleat yang diketahui bisa meningkatkan kualitas dan juga kuantitas ASI. Karenanya, mengkonsumsi kacang almond maupun susunya sangat baik bagi ibu menyusui, selama tidak membuatnya alergi. Bukan hanya kacang almond, ada beragam jenis bahan pangan lain yang diketahui bisa meningkatkan produksi ASI, contohnya pepaya, oatmeal, kacang-kacangan, biji-bijian utuh, susu dan produk olahannya, daging tanpa lemak, telur, seafood, buah-buahan, dan sayur-sayuran.Namun tentu, produksi ASI tidak melulu soal makanan yang dikonsumsi."
"Misi dok, saya mau nanya nih dok, di payudara sebelah kiri muncul bintik merah dok, bintik merah yg saya alami tu lunak dan terasa gatal dok, kenapa ya itu dok? bahaya gak? gimana biar bisa hilang bintiknya dok?",B.
"Dokter saya penderita penyakit dispepsia. Ini udah lama dok perut saya sering tidak nyaman, kembung, nyeri ulu hati, mual dan begah. Makanan juga saya sekarang pilih2 dokter. yang ingin saya tanyakan makanan yang aman dikonsumsi pada penederita dispepsia?","Alo, selamat siangdispesia merupakan kumpulan gejala yang muncul yang dapat menimbulkan ketidaknyamanan pada perut bagian atas, gejala yang dirasakan biasanya sakit perut dan kembung serta mungkin juga mengalami keluhan nyeri ulu hati, mual dan muntah."
"Perkenalkan dok, saya ibu dari bayi usia 6 bulan. semenjak bayi saya baru mulai MPASI kok malah jadi susah BAB sih dok. saya kasih makan nasi tim selembut mungkin, butter, dada ayam, wortel dan brokoli dok, trs buahnya alpukat. Anak saya ASI juga dok tanpa sufor. Ini penyesuaian sistem pencernaannya apa gimana ya dok? soalnya bayi saya BAB itu tiap hari dokter. ini seharian nggak pup jd saya khawatir. tolong di jawab. makasih",Alo. Terimakasih sudah mengajukan pertanyaan kepada Alodokter.Kondisi sembelit pada bayi(usia 6 bulan ke atas/ masa MPASI) yang bayi anda alami dapat disebabkan oleh berbagai hal. Beberapa hal yang mungkin menjadi penyebab keluhan sembelit pada bayi yaitu:Pengenalan makanan padat (masa pemberian MPASI).Kekurangan cairan sehingga menyebabkan kotoran bayi menjadi kering atau keras.Terdapat masalah di mulut bayi semisal tumbuh gigi ataupun sariawan sehingga menurunkan frekuensi minum dan menyebabkan kekurangan cairan.
"Ibu saya sekitar 3 bulan yg lalu didiagnosa mengalami stroke di tubuh sebelah kiri, sampai saat ini ibu saya belum normal dok, selain terapi di fisioterapi di rs saya ingin membantu dengan dirumah juga saya mau bantu dok, gerakan yg bisa dilakukan apa saja ya dok?","Tersumbat atau pecahnya pembuluh darah di otak pada penderita stroke bisa menyebabkan fungsi syaraf terganggu. Gejala yang ditimbulkan bisa beragam, seperti lumpuh atau kebas di alat gerak, sulit makan, sulit bicara, sulit mengontrol buang air, nyeri kepala, mual muntah, kebingungan mental, gangguan daya ingat, gangguan keseimbangan dan koordinasi, bahkan bisa sampai menyebabkan penurunan kesadaran dan kematian."
"Dok, saya berusia 23 tahun. sudah 3 hari ini saya terkena campak. Badan saya rasanya gatal dan tidak enak, bagaimana cara mengatasinya dan cara mengurangi rasa gatalnya dok. terima kasih","Alo, terima kasih atas pertanyaannya untuk Alodokter.Campak merupakan penyakit yang ditandai dengan gejala demam yang disertai ruam dimana muncul setelah demam mereda, dan terkadang dapat disertai dengan rasa gatal pada ruam. Penyakit campak umumnya dapat membaik dengan sendirinya dalam waktu 1-2 minggu karena penyebabnya yang merupakan infeksi virus dan dapat sembuh dengan peningkatan kekebalan tubuh dan konsumsi vitamin A."
"Dok saya punya anak umur 2 bulan, bayi saya punya kendala sulit banget buat tidur di siang hari. Bagaimana ya dok caranya buat bantu anak biar bisa cepat tidur di siang hari? saya khawatir kalo anak kurang tidur bisa berpengaruh ke tumbuh kembangnya kelak","Terima kasih atas pertanyaannya.Tidur siangpada bayi mempunyai peran penting dalam tumbuh kembang.Tidur siang yang cukup dapat membantu untuk mengisi energi tubuh, sehingga bila kulitas dan durasi tidur siang baik maka dapat menunjang tumbuh kembang, menjaga kesehatan dan sebagainya. Maka sebaiknya bayi mempunyaitidur siang yang cukup. Misalnya pada bayi baru lahir dapat tidur 10-18 jam dimana 7ÃƒÂ¢8 jamnya merupakan tidur siang.Pada bayi yang berusia 1ÃƒÂ¢2 bulan tidur siang dapat berkurang dibanding bayi baru lahir yaitu sebanyak 5ÃƒÂ¢6 jam dalam setiap harinya."
"Pagi dok. Saya baru 17 tahun dan masih sekolah. Saya mau tanya, kenapa ya puting payudara sebelah kiri saya terasa gatal kulitnya sampai mengelupas gitu. Apakah berbahanya dok? cara mengatasinya gmn ya?","Kulit puting payudara yang terasa gatal hingga mengelupas mungkin disebabkan oleh dermatitis kontak. Kondisi ini terjadi ketika kulit mengalami peradangan lokal akibat bersentuhan dengan substansi iritatif (dermatitis kontak iritan) atau akibat alergi terhadap substansi yang bersentuhan dengan kulit (dermatitis kontak alergi). Ada beragam substansi yang bisa memicu kondisi ini, contohnya sabun, bahan pakaian, krim atau salep tertentu, dan sebagainya."
