index,question,model1,model2
30203,"Karın ağrılarım var. Alt karın bölgemde hafif bir şişlik hissi var. Bu durum şimdiye kadar 3 haftadır devam ediyor. Doktorum amoksisilin yazdı. Sorunumu hafife almış olabileceğinden endişeliyim çünkü hiç tarama yapmadı veya etkilenen bölgeyi bile hissetmedi. Amoksisilin sorunu çözebilir mi ve belki yakında bir karın taraması ayarlamalı mıyım? Abartıyor olabilirim ama böbrek, pankreas veya karaciğer sorunu olabilir diye düşünüyorum. Amoksisilin diğer organlardan herhangi birinde sorun varsa durumu kötüleştirebilir mi?","Merhaba! Sorgunuz için teşekkürler. Karın bölgesindeki bu tür belirtiler çeşitli nedenlerden kaynaklanabilir: - Mide rahatsızlığı (örn. gıda zehirlenmesi) - İdrar yolu enfeksiyonu - Pekişmiş kist gibi bazı iç yapıların büyümesinden dolayı - Diğerleri de dahil olmak üzere. Ancak yine de doktorunuza danışmak daha iyi olur. Eğer o da aynı şekilde hissediyorsa, o zaman bir görüntüleme çalışması yaptırmanız gerekecektir. Umarım bu bilgi faydalıdır.","Merhaba! Sana sorunun ne olduğunu söylemek için çok az bilgi verdiğinizi biliyorum. Karın bölgesinin altındaki bu ""hassas"" alan nedir? Yani, nerede hissediyorsunuz? Neden hassastır? Ağrılı mı? Veya sadece hassasiyeti var mı? Lütfen daha fazla detaya girin. Aksi takdirde, doktorlar tarafından yapılan muayene sırasında bulamayan şeyleri nasıl anlayabiliriz ki ona uygun şekilde tedavi edelim?"
18970,"Kepçe kulaklarım için KBB ve plastik cerraha gittim. Kulaklarım geriye yatınca bu kez kulak memesinin öne çıkması gibi bir durum var. Bunu plastik cerraha söylediğimde kulak memesini de hallederiz dedi. KBB uzmanı ise ona öyle bir şey yapamayız, tutmaz dedi. Sizce bu durumda bu iki uzmandan hangisine bu operasyonu yaptırmalıyım? KBB uzmanına mı, plastik cerraha mı?",Plastik cerrahinin daha uygun olduğunu düşünüyorum.,Plastik cerrahın daha iyi sonuçlar alabilirsiniz.
19560,"Sorum yalancı trombosit ile ilgili. Bunun ne gibi zararları var, evlilikte doğacak çocuklarla ilgili nelere yol açar bilgi verir misiniz? Saygılar.",Bu testlerin hiçbir zararı yoktur ve bu testler normal ise çocuk sahibi olmanıza engel değildir.,Yalancı tarafından üretilen trombositler normalde vücuttan atılırlar ve herhangi bir sorun yaratmazlar. Ancak bazı durumlarda bu trombiositlerin birikmesi sonucu pıhtı oluşumu meydana gelebilir. Bu durumda da kan damarı tıkanması olabilir.
27623,Annem 84 yaşında. Parkinson Hastalığı ve lenfatik kanser sonrası. Hijyenik pedinde vajinasından kan lekeleri fark ettim. Doktorunu ziyaret etti ve trimetoprim adlı 3 günlük bir tedavi yazıldı - idrar yaparken zorlanıyordu ve idrar enfeksiyonu olduğu düşünüldü. Ancak kan lekeleri durmadı. Yarın sabah tekrar doktoru aramayı planlıyorum ama siz ne tavsiye edersiniz? SMT,"Merhaba, Chat Doctor'a hoş geldiniz... Annenizin geçmişini inceledim.... İdrar yolu enfeksiyonları için antibiyotik tedavisi alıyordu..... Bu yüzden vajinal kanamaya neden olabilir...... Kanama devam ederse jinekolog tarafından muayene edilmesi gerekebilir........ Eğer rahim ağzı kanseri varsa biyopsiler yapılabilir veya smear testi ile değerlendirilebilir.... Ayrıca menopozda olduğundan dolayı hormonal dengesizlik de bu tür belirtilere yol açabilir.... Hormonal replasman terapisi faydalı olacaktır.... Kendinize iyi bakın","Merhaba, Bu çok ilginçtir! Lekeler, Trimethoprim ile ilgili olamazlar. İdrar yolu enfeksiyonları için bu iyi bir antibiyotiktir. Vaginal muayene yaptırmanızı öneririm. Eğer lomustine (Lenfomat) kullanılıyorsa, o da muhtemelen neden olabilir. O zaman, Lenfomatın kesilmesini isteyebilirsiniz. Aksi takdirde, başka bir şeyden kaynaklandığını söylemek zordur. Umarım bu size yardımcı olur."
26438,"Hocam merhaba. Ben ilişkiden sonra hiv profilaksisi için 66. saatte tivicay 50 mg ve sidatri 200/245 mg ilaçlarını günde birer tane ve 1 aya tamamlanacak şekilde kullanıyordu ama yanlış bildiğim için ben ilk 3 gün günde ikişer tane yutarak 25-28 gün kullanmıştım. İlişkiden sonraki 3. ayda hiv combo testim negatif gelmişti. Siz 6. ayda da test olun demiştiniz. Bende ilişkiden sonraki tahmini tarih arası günde hiv combo testi oldum yine, hiv1+2 antikor/p24 antijen sonucum=0,147 geldi. Sonra tahmini tarih günde hcv testi oldum, antihcv=0,037 geldi. Şimdi klinik.org.tr'de temas sonrası profilaksisi başlığı altında ""Kaynakta hcv-hiv koenfeksiyonu mevcutsa 12. ayda hiv testi tekrarlanmalı, geç serokonversiyon olabilir"" diyor. Şimdi benim 12. ayda yine test yaptırmama gerek yok, değil mi? Bende kesin hiv virüsü yok, değil mi hocam, artık rahatlayabilir miyim?",Bence bu kadar uzun süreli tedaviye gerek yoktu. Bu konuyu daha önce de yazmışım.,Bence bu kadar uzun süre beklemeye de gerek yok.
18970,"Kepçe kulaklarım için KBB ve plastik cerraha gittim. Kulaklarım geriye yatınca bu kez kulak memesinin öne çıkması gibi bir durum var. Bunu plastik cerraha söylediğimde kulak memesini de hallederiz dedi. KBB uzmanı ise ona öyle bir şey yapamayız, tutmaz dedi. Sizce bu durumda bu iki uzmandan hangisine bu operasyonu yaptırmalıyım? KBB uzmanına mı, plastik cerraha mı?",Plastik cerrahın daha iyi sonuçlar alabilirsiniz.,Hem kulağın hem de yüzün görünümünü değerlendirmek gerekir. Bu nedenle her ikisi tarafından da değerlendirilmeniz daha doğru olur.
20577,"Merhaba, Babam 63 yaşında, 2012 Ağustos'unda ciddi bir kalp krizi geçirdi, mevcut durumu aşağıdaki gibidir: Koroner Arter Hastalığı: Sağ Ventrikülde Duvar Hareket Bozukluğu +, Anteriyor Duvar Miyokardiyal İnfarktüsü, Sol Ventrikül Fonksiyon Bozukluğu YOK YET / PAH / PIR / PENO. Normal Kapaklar EF: 30 Babamın tehlikeden uzak ve her zaman iyi sağlıkta olmasını istiyorum. Kalp durumunu iyileştirmek için yardıma ihtiyacım var. Lütfen yardım edin. Saygılarımla, Mallikarjuna","Sayın Mallikarju, Sorunuzu göndermek için teşekkür ederim. Öncelikle şunu belirtmek isterim ki babanızın durumunda herhangi bir tehlike yoktur. Ancak kalbinin fonksiyonu çok düşük olduğundan, bu durum onun günlük aktivitelerini etkileyebilir. Bu nedenle, daha fazla egzersiz yapması gerekiyor. Ayrıca, kan basıncını kontrol altında tutmak da önemlidir çünkü yüksek tansiyonun kalbi daha fazla zorlamasına neden olabilir. Eğer sigara içiyorsa bırakmak en iyisi olacaktır. Daha önce hiç yapmadıysa düzenli olarak yürümek veya koşmak gibi fiziksel aktiviteye başlamak faydalı olacaktır.","Babana kalbinin sağ tarafında (sağ ventrikül) duvar hareketinin bozulduğu ve anteriordaki miyokartın infarktı olduğu görüldü. Bu, koronary arter hastalığının bir sonucudur. Kardiyolog tarafından reçete edilen ilaçlara devam etmelisiniz. Dikkatli olun. Tansiyonu kontrol altında tutmak çok önemlidir. Ağırlık kaldırma gibi fiziksel aktiviteyi sınırlamak da gereklidir. Etkili egzersizler yapabilir; ancak bu sadece doktorunuzun gözetiminde yapılmalıdır."
27969,"Bademcik taşı hakkında. Benim bademciğimde çukurlar var ve içinde beyaz bademcik taşı var, arada temizliyorum yani kan akıyor biraz kan akmadan temizlenmiyor, çok hassas çünkü ve bayağı çıkıyor küçük küçük içine tuz ile suyu sıkıyorum deliklere ve birden iltihaplar dışarı çıkıyor eğlenceli baya ve temiz oluyor. Bademcigim temiz oldu, sorun yok ama kulak çubuğunu bademciği gezdik mi az dokunursam, oradaki tükürükler kulak çubuğuna yapışıyor ve koklayınca kötü koku var, hala bademcik taşının kokusunu alıyorum ama bademciği dokunuyorum, yani gözenekler temiz, dışa dokunduğumda öyle oluyor, koku sinmiş galiba; sizce böyle bir şey mümkün mü, ne yapmam lazım? Son olarak bir delik yüzünden ameliyat olacağım, büyük ihtimalle tıpta gelişme yok mu acaba, merhem filan sürsek kapanmaz mı hiç deneyen olmamıştır ama neden kapanmasın ki sonuçta sonradan olan bir şey, son bir senede oldu, sivilce çukuru oldu mu nasıl merhem krem sürüyorsak onun da bir merhemi kremi sürsek kapanabilir mi, teşekkürler.",Kokunun bu şekilde oluşması imkansızdır.,Kulak çubuklarıyla oynayıp temizlemeye çalışmak doğru olmaz. Bu şekilde enfeksiyon oluşma riski yüksektir.
11072,"Merhaba Doktor, iyi günler, düşük tansiyon sorunu yaşıyorum ve zayıf hissediyorum, her defasında ani olarak kalkıp oturduğumda etrafımın tamamen karardığını hissediyorum. MX3 kapsül/supplement benim için güvenli mi? Tansiyon ölçümü yaptırdım, 100/70 çıktı. Acılarıma çok yardımcı olacak nazik cevabınızı umuyorum.",Kansizlik için nedeniniz bulunmalı ve bu nedenle de tedavi edilmeli. Bu şekilde sadece demir ilacı kullanmak yeterli değil.,"MX3, kalsiyum, magnezyum ve potasyumu içerir. Bu üç elementin de vücutta önemli rolleri vardır. Kalsiyumdaki en büyük rol kemiklerin oluşmasıdır; Magnezyuma ise sinirler, kaslar ve kalp gibi organların düzgün çalışabilmesi için gereklidir. Potasyum da aynı şekilde kalbin normal işleyişine ve dolaşımı düzenleyen kanın akışına katkısı olduğu için önemlidir. Bu nedenle bu üç mineralin eksikliği, çeşitli hastalıklara yol açabilir. Düşük tansyonu olan biri için bu üç elemente sahip olmanın faydası olabilir. Ancak, bu elementleri almadan önce doktorunuza danışmanızı öneririm."
8214,"Merhabalar hocam, benim üst çenemde sağdan sola doğru bir eğrilik var, yüzümün sol tarafı aşağıda gibi duruyor ve yüzümde asimetri var. Burnum sağa doğru yamuk görünüyor. Aynaya baktığımda göremiyorum ama resimlerde çok belli oluyor. Güldüğümde üst çenemin sağdan sola doğru olduğu ve yüzümün asimetrik olduğu belli oluyor. Çenemden kaynaklı olduğunu düşünüyorum. Çene asimetrisi düzeltilirse yüzümün asimetrisi dengeleşir mi?",Yüzdeki asimetrideki en büyük etken çenede olan asimetridir. Bu sebeple bu sorununuz için ilk olarak çenenin durumunu değerlendirmek gereklidir.,"Merhaba, bu tür kozmetik ürünler hakkında bilgi vermemiz etik değil ve yanlış olur. Bu nedenle sorunuzun cevabını bulamadım."
8761,"Hayırlı günler doktor hanım, benim 14 aylık kızım var. Su çiçeği aşısını vurduracağım, 1 yaşından sonra vurduruluyor ama vurulma süresi var mı, 1 yaşından sonra istediğim zaman vurdurabilir miyim, süresi kısıtlı mı yani? Teşekkürler.",Bunu yapmıyorum ama bu konuda bilgi sahibim ve size yardım edebilirim.,"Merhaba, aşı takviminde belirtilen aylarda yapılması gerekiyor."
28543,"Merhaba, 26 yaşındayım ve 4 ay önce total kalça protezi ameliyatı oldum. Son zamanlarda genellikle gece meydana gelen kalça bölgesinde seğirmeler yaşıyorum. Daha önce hiç böyle seğirmelerim olmamıştı ve meydana geldiğinde neredeyse korkutucu oluyor. Bu, kalça protezi ile ilişkili olabilir mi?","Sorunuz için teşekkür ederim. Sorunuzu inceledim. Sırt ağrısının birçok nedeni vardır; bunlar arasında kas-iskelet sistemi bozuklukları da dahil olmak üzere enfeksiyonlar, iltihaplanma veya tüberküloz gibi çeşitli hastalıklar yer alabilir. Kalça eklemi artriti de sırt ağrısına neden olabilir. Ancak bu ağrı, kalçanın hareket ettirilmesiyle artar mı? Eğer öyleyse, o zaman muhtemelen kalça eklemini etkileyen bir durumdur. Ağrının başka olası sebepleri şunlardır: - Omurga sorunları (omurga yaralanması) - Kas problemleri (örneğin, fibromiyalji) - Sinir sıkışması (örn., karpal tünel sendromu) - Anksiyete bozuklukları. Endişelenecek bir şey yok. Ağrı kesici kullanabilirsiniz. Bunun yanı sıra fizik tedavi egzersizleri yapın. İltihap varsa, iltihabı azaltmak için steroidler kullanılabilir. Bununla birlikte, tanıyı doğrulamak ve uygun tedaviyi başlatmak için bir ortopedi cerrahına başvurmanız daha iyi olacaktır. Yanıtın faydalı olduğunu umuyorum. İyi sağlık dilerim.",Kemikte veya eklemde sorun varsa bu şekilde hareketler görülebilir ama daha çok sinir sıkışması gibi durumlarda olur.
19568,"Sanırım aşırı bir aşağılık kompleksim var. Bu problemi yenmek istiyorum. Pratikte söylemek gerekirse, bu sorunun 1) Herhangi biri beni izlerken düzgün yazamıyorum. Yazım çok yavaş ve yazım iyi görünmüyor 2) Yeni biriyle konuşamıyorum 3) Sahne korkum çok fazla.","Sorunuza baktığımda, sosyal anksiyete ile ilgili olduğunu gördüm. Sosyal anksiyetede, insanları tanıma veya yeni insanlar tanımak için büyük bir istek vardır ama aynı zamanda bunu yaparken kendinizi kötü hissedersiniz. Kendini değersiz hisseder ve diğerleri tarafından reddedilme korkusuyla karşı karşıyasınız. Bu da size daha az güven verici hale gelir. Bu durum, sizden uzak duranların sayısını arttırmaya neden olur. Bu nedenle, her zaman yalnız kalırsınız. Yabancılara bakmak, onları tanıyarak başlamak en iyisidir. Biraz zor gelebilir ancak pratik yapmak, sizi rahatlatmaya yardımcı olacaktır. Başarısızlıkları kabul edin ve tekrar deneyin. Sizi motive eden şeylere odaklanın. İnsanlar sizinle ilgilenecektir.","Endişelerinizi anlıyorum, detayları inceledim. Çok fazla endişelenmemenizi öneriyorum. Aşağılık kompleksi diye bir şey yok çünkü böyle bir terimi duymadım veya görmedim. Birisi sizi izliyorsa yazma hızınız düşer mi? Eğer öyleyse, o zaman sadece sizsinizdir. Başkalarının önünde konuşmaktan korkuyorsanız, kendinizi nasıl ifade edeceğinizi bilmiyorsunuz demektir ya da kendinize güvenmiyorsunuzdur. Her iki durumda da sorunlarınız vardır ama bunlar aşılabilir sorunlar değildir. Lütfen daha detaylı bilgi verin ki size uygun şekilde yardımcı olayım. Kendinize iyi bakın."
16772,"Merhaba doktor hanım, 2013 tarihinde doğum yaptım ve kırkım çıktıktan sonra ebenin tavsiyesiyle 3 aylık iğne vurulmaya başlandı. İğne vurulmaya başladıktan sonra 15 gün süren adetim oldu ve bir ay sonra tekrar az lekeler halinde oldu, sonrasında ise hiç adet görmedim. Bu durum iğnenin yan etkisi mi, bana zarar verir mi, acaba yan etkisi var mı? Yardımcı olursanız sevinirim.",İlginiz için teşekkür ederim.,İğnelerin böyle etkileri olabilir ama muayene etmeden kesin yorum yapamam.
28543,"Merhaba, 26 yaşındayım ve 4 ay önce total kalça protezi ameliyatı oldum. Son zamanlarda genellikle gece meydana gelen kalça bölgesinde seğirmeler yaşıyorum. Daha önce hiç böyle seğirmelerim olmamıştı ve meydana geldiğinde neredeyse korkutucu oluyor. Bu, kalça protezi ile ilişkili olabilir mi?","Sorunuz için teşekkür ederim. Sorunuzu inceledim. Sırt ağrısının birçok nedeni vardır; bunlar arasında kas-iskelet sistemi bozuklukları da dahil olmak üzere enfeksiyonlar, iltihaplanma veya tüberküloz gibi çeşitli hastalıklar yer alabilir. Kalça eklemi artriti de sırt ağrısına neden olabilir. Ancak bu ağrı, kalçanın hareket ettirilmesiyle artar mı? Eğer öyleyse, o zaman muhtemelen kalça eklemini etkileyen bir durumdur. Ağrının başka olası sebepleri şunlardır: - Omurga sorunları (omurga yaralanması) - Kas problemleri (örneğin, fibromiyalji) - Sinir sıkışması (örn., karpal tünel sendromu) - Anksiyete bozuklukları. Endişelenecek bir şey yok. Ağrı kesici kullanabilirsiniz. Bunun yanı sıra fizik tedavi egzersizleri yapın. İltihap varsa, iltihabı azaltmak için steroidler kullanılabilir. Bununla birlikte, tanıyı doğrulamak ve uygun tedaviyi başlatmak için bir ortopedi cerrahına başvurmanız daha iyi olacaktır. Yanıtın faydalı olduğunu umuyorum. İyi sağlık dilerim.",Kolayca bu şekilde açıklanabilir.
16772,"Merhaba doktor hanım, 2013 tarihinde doğum yaptım ve kırkım çıktıktan sonra ebenin tavsiyesiyle 3 aylık iğne vurulmaya başlandı. İğne vurulmaya başladıktan sonra 15 gün süren adetim oldu ve bir ay sonra tekrar az lekeler halinde oldu, sonrasında ise hiç adet görmedim. Bu durum iğnenin yan etkisi mi, bana zarar verir mi, acaba yan etkisi var mı? Yardımcı olursanız sevinirim.",İğnelerin böyle etkileri olabilir ama muayene etmeden kesin yorum yapamam.,"Bu şekildeki duruma ""menopoz"" denir."
27969,"Bademcik taşı hakkında. Benim bademciğimde çukurlar var ve içinde beyaz bademcik taşı var, arada temizliyorum yani kan akıyor biraz kan akmadan temizlenmiyor, çok hassas çünkü ve bayağı çıkıyor küçük küçük içine tuz ile suyu sıkıyorum deliklere ve birden iltihaplar dışarı çıkıyor eğlenceli baya ve temiz oluyor. Bademcigim temiz oldu, sorun yok ama kulak çubuğunu bademciği gezdik mi az dokunursam, oradaki tükürükler kulak çubuğuna yapışıyor ve koklayınca kötü koku var, hala bademcik taşının kokusunu alıyorum ama bademciği dokunuyorum, yani gözenekler temiz, dışa dokunduğumda öyle oluyor, koku sinmiş galiba; sizce böyle bir şey mümkün mü, ne yapmam lazım? Son olarak bir delik yüzünden ameliyat olacağım, büyük ihtimalle tıpta gelişme yok mu acaba, merhem filan sürsek kapanmaz mı hiç deneyen olmamıştır ama neden kapanmasın ki sonuçta sonradan olan bir şey, son bir senede oldu, sivilce çukuru oldu mu nasıl merhem krem sürüyorsak onun da bir merhemi kremi sürsek kapanabilir mi, teşekkürler.",Kulak burun boğaz doktorunun bu işin içini bilmesi gerekir.,Kulak çubuklarıyla oynayıp temizlemeye çalışmak doğru olmaz. Bu şekilde enfeksiyon oluşma riski yüksektir.
30203,"Karın ağrılarım var. Alt karın bölgemde hafif bir şişlik hissi var. Bu durum şimdiye kadar 3 haftadır devam ediyor. Doktorum amoksisilin yazdı. Sorunumu hafife almış olabileceğinden endişeliyim çünkü hiç tarama yapmadı veya etkilenen bölgeyi bile hissetmedi. Amoksisilin sorunu çözebilir mi ve belki yakında bir karın taraması ayarlamalı mıyım? Abartıyor olabilirim ama böbrek, pankreas veya karaciğer sorunu olabilir diye düşünüyorum. Amoksisilin diğer organlardan herhangi birinde sorun varsa durumu kötüleştirebilir mi?","Merhaba! Karnınızda ağrı hissediyorsunuz ve bu nedenle doktorunuz size antibiyotik olan amoksicilin reçete etti. Ancak doktorunuzun muayene etmediği için sizin gibi bir hastaya teşhis koymak zordur. Eğer ben sizin tedavi eden doktorunuz olsaydım, önce sizi iyice muanin ederdim. Sonra idrar tahlili yapardım. Daha sonra ultrasonografi yaptırırdım. Son olarak da kan testleri yapardım (CBC, LFT). Tüm bunlar olmadan ilaç almanızı öneremem.","Merhaba! Sorgunuz için teşekkürler. Karın bölgesindeki bu tür belirtiler çeşitli nedenlerden kaynaklanabilir: - Mide rahatsızlığı (örn. gıda zehirlenmesi) - İdrar yolu enfeksiyonu - Pekişmiş kist gibi bazı iç yapıların büyümesinden dolayı - Diğerleri de dahil olmak üzere. Ancak yine de doktorunuza danışmak daha iyi olur. Eğer o da aynı şekilde hissediyorsa, o zaman bir görüntüleme çalışması yaptırmanız gerekecektir. Umarım bu bilgi faydalıdır."
8471,"Merhaba, 13 aylık bir bebeğim var. 1 hafta önce yüksek ateş, ishal ve kusma şikayetleriyle doktora götürdük. Lökopenisi vardı, antibiyotik tedavisi aldı ve ateşi düştü, kusması geçti ama ishali hala devam ediyor. Yapılan tahlillerde WBC normal çıktı. İshali için Reflor 250 veriyorum ama hala geçmedi, günde 7-8 kez yapıyor. Suda içiriyorum ama halsizleşmeye başladı. Ne yapabilirim? Çocuk zayıflamaya başladı, çaresiz kaldım. Teşekkür ederim.",Çocuk gastroenteroloji uzmanı olan bir çocuk cerrahı veya çocuk hastalıkları uzmanı ile görüşmeniz gerekiyor.,Kızınızdaki büyüme geriliği çok hafif düzeyde. Bu nedenle bu tür durumlar için genellikle herhangi bir şey yapılmaz. Ancak yine de daha fazla bilgiye sahip olmak gerekir. Örneğin ebeveynlerin boyları ne kadardır? Ailede başka büyümenin gecikmesi var mıdır? Bunlar da önemlidir.
26438,"Hocam merhaba. Ben ilişkiden sonra hiv profilaksisi için 66. saatte tivicay 50 mg ve sidatri 200/245 mg ilaçlarını günde birer tane ve 1 aya tamamlanacak şekilde kullanıyordu ama yanlış bildiğim için ben ilk 3 gün günde ikişer tane yutarak 25-28 gün kullanmıştım. İlişkiden sonraki 3. ayda hiv combo testim negatif gelmişti. Siz 6. ayda da test olun demiştiniz. Bende ilişkiden sonraki tahmini tarih arası günde hiv combo testi oldum yine, hiv1+2 antikor/p24 antijen sonucum=0,147 geldi. Sonra tahmini tarih günde hcv testi oldum, antihcv=0,037 geldi. Şimdi klinik.org.tr'de temas sonrası profilaksisi başlığı altında ""Kaynakta hcv-hiv koenfeksiyonu mevcutsa 12. ayda hiv testi tekrarlanmalı, geç serokonversiyon olabilir"" diyor. Şimdi benim 12. ayda yine test yaptırmama gerek yok, değil mi? Bende kesin hiv virüsü yok, değil mi hocam, artık rahatlayabilir miyim?",Merhaba! Artık bu konuyu kapatabilirsiniz; çünkü 12 ay önce yapılan tetkikiniz normal gelmiş (antikor). Sağlıklı günler dilerim.,Bence bu kadar uzun süreli tedaviye gerek yoktu. Bu konuyu daha önce de yazmışım.
19560,"Sorum yalancı trombosit ile ilgili. Bunun ne gibi zararları var, evlilikte doğacak çocuklarla ilgili nelere yol açar bilgi verir misiniz? Saygılar.",Yalanci trombocit diye bir şey yok.,Yanlış olarak da adlandırılan bu durum aslında normaldir ve hiçbir şekilde sorun yaratmaz.
8471,"Merhaba, 13 aylık bir bebeğim var. 1 hafta önce yüksek ateş, ishal ve kusma şikayetleriyle doktora götürdük. Lökopenisi vardı, antibiyotik tedavisi aldı ve ateşi düştü, kusması geçti ama ishali hala devam ediyor. Yapılan tahlillerde WBC normal çıktı. İshali için Reflor 250 veriyorum ama hala geçmedi, günde 7-8 kez yapıyor. Suda içiriyorum ama halsizleşmeye başladı. Ne yapabilirim? Çocuk zayıflamaya başladı, çaresiz kaldım. Teşekkür ederim.",Çocuğunuzun muayene bulgularında önemli olan çocuğun muayenesi ile birlikte değerlendirilmesidir. Bu nedenle çocuğunuzu takip eden doktorunuza başvurmanızı öneririm.,Bebeklerde bu tip durumlar sık görülen durumlardır. Bu sebeple de çok titizlikle izlenmelidirler. Ateşin düşmesi ile birlikte bebeklerin kendilerini daha iyi hissetmeleri gerekirken aksine yorgunlukları artar. Bebeklere suyunuza bolca ekleyerek beslemeye özen gösteriniz.
6631,"Merhaba doktor, şu anda hamilelik yaşı 36 hafta. Kadın doğum doktorum, bebeğin başının henüz leğene girmediklerini söyledi. Bu dar pelvis belirtileri olabilir mi, doktor? Nasıl üstesinden gelinir? Lütfen yardım edin, teşekkürler.","Sorunuz için teşekkür ederiz. Kansere dair herhangi bir belirtiniz veya ailenizde bu tür durumlar varsa, o zaman daha fazla araştırma yapmanız gerekebilir; ancak genel olarak bu çok yaygın bir durumdur ve çoğu durumda iyi huyludur. Ancak yine de bir doktor tarafından muayene edilmelisiniz. Ağız boşluğunun klinik değerlendirmesi ile birlikte bazı kan testleri (tam kan sayımı) yapılmalıdır. Eğer tüm bunlar normal çıkarsa, o kadar büyük değilse, o da geçecektir.","Pelvik darlık, vajinanın veya rahim ağzı açıklığının çok dar olduğu ve bu durumun bebeklerin geçmesine engel olabileceği bir durumdur. Pelvik darlığın kesin nedeni henüz bilinmemektedir ancak bazı faktörler arasında şunlar yer alabilir:Kadının daha önce vajinal yolla doğum yapmamış olması (primer)Daha önceki doğumlarda vajina yoluyla doğumun zorluğu (ikincil)Bazı genetik bozukluklar (örneğin, Down sendromu)Vajinayı etkileyen enfeksiyonlar (vulva kanseri gibi)"
8761,"Hayırlı günler doktor hanım, benim 14 aylık kızım var. Su çiçeği aşısını vurduracağım, 1 yaşından sonra vurduruluyor ama vurulma süresi var mı, 1 yaşından sonra istediğim zaman vurdurabilir miyim, süresi kısıtlı mı yani? Teşekkürler.","Merhaba, aşı takviminde belirtilen aylarda yapılması gerekiyor.",Vakaların büyük bölümünde 6 aydan sonra aşı yapılıyor.
16772,"Merhaba doktor hanım, 2013 tarihinde doğum yaptım ve kırkım çıktıktan sonra ebenin tavsiyesiyle 3 aylık iğne vurulmaya başlandı. İğne vurulmaya başladıktan sonra 15 gün süren adetim oldu ve bir ay sonra tekrar az lekeler halinde oldu, sonrasında ise hiç adet görmedim. Bu durum iğnenin yan etkisi mi, bana zarar verir mi, acaba yan etkisi var mı? Yardımcı olursanız sevinirim.",İğneye bağlı olabilir ama muayene etmeden kesin teşhis koyamam.,"Bu şekildeki duruma ""menopoz"" denir."
20577,"Merhaba, Babam 63 yaşında, 2012 Ağustos'unda ciddi bir kalp krizi geçirdi, mevcut durumu aşağıdaki gibidir: Koroner Arter Hastalığı: Sağ Ventrikülde Duvar Hareket Bozukluğu +, Anteriyor Duvar Miyokardiyal İnfarktüsü, Sol Ventrikül Fonksiyon Bozukluğu YOK YET / PAH / PIR / PENO. Normal Kapaklar EF: 30 Babamın tehlikeden uzak ve her zaman iyi sağlıkta olmasını istiyorum. Kalp durumunu iyileştirmek için yardıma ihtiyacım var. Lütfen yardım edin. Saygılarımla, Mallikarjuna","Sorunuz için teşekkür ederim. Bu durumda yapabileceğimiz tek şey, kalbinin daha fazla hasara karşı korunmasıdır. Bunun için şu adımları izlemelisiniz:1) Tuz tüketimi günde 6g'dan az olmalıdır (yemek pişirme sırasında eklenen tuz hariç).2) Düzenli olarak egzersiz yapmalı veya en azından günlük 20-25 dakika yürüyüşe çıkmalısınız.3) Kolesterol seviyenizin yüksek olması durumunda kolesterol düşürücü ilaçlara başlamanız gerekebilir.4) Eğer sigara içiyorsanız bırakmanız gerekir.5) Ağırlığınızı kontrol altında tutmaya çalışın.6) Kan basıncını düzenli olarak ölçün ve normal aralıkta olduğundan emin olun.7) Gerektiğinde kan şekerini de kontrol etmelisiniz.8) Bir doktor tarafından önerilirse, bazı antikoagülanların kullanılması da faydalı olabilir.9) Son olarak, bu tür hastalar için özel olarak tasarlanmış yeni bir ilacın deneme aşamasında olduğunu söylemek isterim; ancak henüz çok erken bir aşamada olduğu için bunu yalnızca deneyler tamamlandıktan sonra tartışabiliriz.","Sayın Mallikarju, Sorunuzu göndermek için teşekkür ederim. Öncelikle şunu belirtmek isterim ki babanızın durumunda herhangi bir tehlike yoktur. Ancak kalbinin fonksiyonu çok düşük olduğundan, bu durum onun günlük aktivitelerini etkileyebilir. Bu nedenle, daha fazla egzersiz yapması gerekiyor. Ayrıca, kan basıncını kontrol altında tutmak da önemlidir çünkü yüksek tansiyonun kalbi daha fazla zorlamasına neden olabilir. Eğer sigara içiyorsa bırakmak en iyisi olacaktır. Daha önce hiç yapmadıysa düzenli olarak yürümek veya koşmak gibi fiziksel aktiviteye başlamak faydalı olacaktır."
10581,"Hocam merhaba. Hakkari Dağlıca'da yani dağda asker olarak görev yaptığım için yerinde gösteremiyorum. Malum, revir denilen yerde ağrı kesici verip gönderiyorlar. Sırtımda sağ kürek kemiğimden midir, iç kısımlardan mıdır bilmediğim bir ağrım var. Kürek kemiğimin alt baş kısmı. Bu ağrı yanma hissi veya bıçak saplanması gibi. Hiç yokken bir işle meşgul olup eğilince bir süre sonra beliriyor. Ve ondan sonra normal şekilde otursam dahi rahat etmiyor. Ancak sırt üstü uzanırsam rahatlıyorum. Veya bir yerlere sürtersem rahatlıyorum. İzine gittiğimde yerinde göstereceğim ama şu anda ne yapabilirim yardımcı olursanız sevinirim.",Bana ulaştığınız için teşekkür ederim. Bu tür sorunlar için en iyi zamanın 3-4 yaşları olduğunu düşünüyorum. Ancak bu konuda çok fazla bilgi yok.,Sizce hangi bölgede?
